# m c logL logPrior
-9.311586069974890023e+00 1.734888861258676584e-02 -1.108384239945241716e+06 -4.335281756927520935e-01
-7.874415568924746367e+00 -8.667591647923721609e+00 -1.091450135362959933e+06 -3.100321027606222080e-01
-8.195657029053590392e+00 -6.568192513661581522e+00 -1.090395920916952193e+06 -3.358439706893776022e-01
1.518843248691635495e+01 8.248810402147476850e+00 -1.070249414266735082e+06 -1.153442407048080653e+00
-9.334128036401448725e+00 1.798393997897294483e+00 -1.066782290963558247e+06 -4.356297309996778333e-01
1.750028913835405220e+01 -7.893420913569995534e+00 -1.051478241347797215e+06 -1.531300599629964232e+00
1.679349667745430708e+01 -3.160616574378237065e+00 -1.049407938500244403e+06 -1.410107653278344308e+00
-7.673296592160554042e+00 -7.896187049821477899e+00 -1.037753706314532668e+06 -2.943974029563138917e-01
-8.131620086089313304e+00 -4.944931605946010222e+00 -1.037713217657286208e+06 -3.306162261224558363e-01
-7.996088008811291559e+00 -5.819423755974962198e+00 -1.037678080806014943e+06 -3.196871172232786384e-01
1.533393434855100068e+01 5.908196739548085219e+00 -1.034386351025969954e+06 -1.175647713028361130e+00
-8.917473441385293853e+00 4.101537342288077426e-01 -1.032351215520265047e+06 -3.976066628890603805e-01
-7.302102380234685164e+00 -9.955229311728635011e+00 -1.029856483855265076e+06 -2.666034958571452673e-01
1.660759967239004098e+01 -2.875808645906062111e+00 -1.025698720665028435e+06 -1.379061834391849040e+00
-9.426451741578247834e+00 4.181111735489417391e+00 -1.023035213617117144e+06 -4.442899621815178945e-01
-8.768092277437011361e+00 -8.548619150094793895e-02 -1.020140441626903485e+06 -3.843972109282527971e-01
-9.909322266261600731e+00 7.587156235051559783e+00 -1.019681807629081071e+06 -4.909733388831397649e-01
1.491576511473357058e+01 7.927912021519553321e+00 -1.016936219047110295e+06 -1.112400244789514714e+00
-9.086577468043293138e+00 2.158982191342046164e+00 -1.016876271349381190e+06 -4.128294504137603460e-01
-7.858843534952979049e+00 -5.836240180972162683e+00 -1.015595505043211509e+06 -3.088071085343612188e-01
-9.821422830592583253e+00 7.546136839007973052e+00 -1.006339570858591935e+06 -4.823017320864261270e-01
-8.399735275102052867e+00 -1.775181700682424424e+00 -1.001973041276259348e+06 -3.527777634589687739e-01
1.734698646355198548e+01 -9.018737630505203384e+00 -9.996889333977667848e+05 -1.504589696833279033e+00
1.473297845781459259e+01 8.399583024645949081e+00 -9.991254065421773121e+05 -1.085303271192144203e+00
1.652387319516250486e+01 -3.421376166967583288e+00 -9.988829063882129267e+05 -1.365191926849049553e+00
-9.371875719767476909e+00 4.884533777454194592e+00 -9.971269486549523426e+05 -4.391602725338358826e-01
1.532669505755619355e+01 4.330910260566006365e+00 -9.937720742474989966e+05 -1.174537906936587328e+00
-9.117693554873254058e+00 3.401068954002002265e+00 -9.917327593069544528e+05 -4.156616788028864029e-01
-9.130029774562398615e+00 3.550052870058736154e+00 -9.901357366936592152e+05 -4.167872184219795773e-01
-7.333537862801929208e+00 -8.156869023416440712e+00 -9.890804053529611556e+05 -2.689038879257474313e-01
-7.624227631088060342e+00 -6.130131772282426894e+00 -9.849989957024237374e+05 -2.906442348532333186e-01
-9.916809203078139845e+00 9.186838363866765889e+00 -9.830231675505384337e+05 -4.917155238512764259e-01
-8.824729528763359809e+00 2.085543841420947953e+00 -9.762983532127240906e+05 -3.893792562791399403e-01
-9.829268529198916582e+00 9.013757231245310919e+00 -9.730501681763743982e+05 -4.830725990955012095e-01
-8.729253677828298308e+00 1.691304759143468672e+00 -9.705035283977846848e+05 -3.809993488593943489e-01
-8.508755690770639646e+00 3.828351247465453522e-01 -9.668040692388153402e+05 -3.619946170261087448e-01
-7.214725704534020068e+00 -7.911661093143036894e+00 -9.639593383946625981e+05 -2.602613349583195457e-01
-8.506271236170537264e+00 4.919626567553003760e-01 -9.637816631359069142e+05 -3.617832517165112116e-01
1.659973999323214500e+01 -5.472521705617618970e+00 -9.626162988627688028e+05 -1.377756839214553830e+00
1.517322659981885202e+01 4.023675740814747215e+00 -9.616689136985690566e+05 -1.151134027247251890e+00
-9.476431222967782730e+00 7.184195409355313089e+00 -9.594947435107786441e+05 -4.490137436181933506e-01
-9.645054611347076090e+00 8.356198091874114553e+00 -9.590109906006127130e+05 -4.651353922793374784e-01
-8.484058276383164454e+00 6.221889650084458934e-01 -9.571283323708071839e+05 -3.598962241853282951e-01
1.422865163374958897e+01 9.918900307666124405e+00 -9.563321079462401103e+05 -1.012272636573024354e+00
-8.743575781781304457e+00 3.071650028791414577e+00 -9.399934293910997221e+05 -3.822505872587627085e-01
-7.501744999463531904e+00 -4.858878108620832137e+00 -9.343378484371241648e+05 -2.813808901848805499e-01
1.670755953430101215e+01 -7.574958158865997326e+00 -9.313134584645545110e+05 -1.395712727961063493e+00
-7.707189351674786693e+00 -3.325795358942272628e+00 -9.295169160348034929e+05 -2.970038385128461189e-01
-7.627337537332412154e+00 -3.700384693777559075e+00 -9.260443321632284205e+05 -2.908813895420003792e-01
1.498145406488826836e+01 3.660345567293098235e+00 -9.227918052485083463e+05 -1.122219829491786225e+00
1.670651009281673893e+01 -7.946923456028432753e+00 -9.227531385823583696e+05 -1.395537397406938052e+00
1.545440852988764391e+01 4.798993753277933649e-01 -9.214638710586454254e+05 -1.194193715043319948e+00
-7.725970768143211487e+00 -2.770465345260570977e+00 -9.191700366390842246e+05 -2.984531215510169977e-01
-8.960262442750094536e+00 5.436120110767827640e+00 -9.189208739166365704e+05 -4.014315152147894250e-01
1.605148310618609031e+01 -3.698625086860721112e+00 -9.175067677689309930e+05 -1.288250549540887357e+00
-9.486259971290401438e+00 9.125780877159812121e+00 -9.165493569878484122e+05 -4.499456412145328432e-01
-7.103965334249592090e+00 -6.667138526401796383e+00 -9.161085242192141013e+05 -2.523316173510996019e-01
1.638077541114465419e+01 -6.054484822487490092e+00 -9.149268027037442662e+05 -1.341649015351806584e+00
-7.823751337151051644e+00 -1.940763065102187213e+00 -9.146442109582162229e+05 -3.060554249278643058e-01
-7.206837550023962535e+00 -5.903220933271685844e+00 -9.136338215680156136e+05 -2.596925373621769562e-01
-7.737506573030804802e+00 -1.976225714925505805e+00 -9.021623923358018510e+05 -2.993450398384745470e-01
1.545729989491394818e+01 -7.726521832437995840e-01 -8.929224218671795679e+05 -1.194640600206533732e+00
1.484131430886514025e+01 3.101514645559761529e+00 -8.880655542348981835e+05 -1.101323052072625819e+00
-9.252062975499459441e+00 9.266305686099682859e+00 -8.775396174194241175e+05 -4.280033465130396175e-01
-9.289427040257484336e+00 9.543212918850493054e+00 -8.771095278359986842e+05 -4.314672736813345844e-01
-7.463656744782854346e+00 -2.677288584008642669e+00 -8.767124255670031998e+05 -2.785308600197129447e-01
1.432284485322194456e+01 5.871921595865547516e+00 -8.736899681705329567e+05 -1.025719423447331913e+00
-9.286665444709690576e+00 9.838659924205467533e+00 -8.702173540832425933e+05 -4.312107754098252199e-01
-8.835424451955281810e+00 6.815001842938205101e+00 -8.686896794435671763e+05 -3.903236262310464388e-01
-7.253008010068060507e+00 -3.656372505064397593e+00 -8.675985622214201139e+05 -2.630306259705572081e-01
-6.413860766327030838e+00 -9.016675285403945139e+00 -8.669624419989541639e+05 -2.056880496491458321e-01
-8.909149020585111600e+00 7.458526417681038190e+00 -8.655734116863149684e+05 -3.968646813549633334e-01
1.633729016894709574e+01 -8.051742193912749812e+00 -8.640173830906107323e+05 -1.334535250321877253e+00
-8.214222470932593723e+00 2.962511977588677681e+00 -8.611163199869119562e+05 -3.373672540098698325e-01
-7.664368664351746574e+00 -6.828244524024005280e-01 -8.610536448485053843e+05 -2.937127351154848465e-01
-7.816644068527565992e+00 3.249412769584330007e-01 -8.609761309979043435e+05 -3.054996224702359320e-01
-6.852045154123185711e+00 -5.876233556247800749e+00 -8.589446776192891411e+05 -2.347526139707151183e-01
1.605727959002072680e+01 -6.378447361295656926e+00 -8.584401290466036880e+05 -1.289181139160481049e+00
1.616533576644168591e+01 -7.128272336505060203e+00 -8.582906604480652604e+05 -1.306590402208994028e+00
-9.116788558756255156e+00 9.929474615091390177e+00 -8.428289840562312165e+05 -4.155791681253447334e-01
-8.292585293490407850e+00 4.483948732542884841e+00 -8.389651983244919684e+05 -3.438348542490669568e-01
-6.691863452073859797e+00 -5.991102013002298499e+00 -8.377328549141081749e+05 -2.239051823060093649e-01
-6.407984875313502471e+00 -7.737246188677244341e+00 -8.360892231799726142e+05 -2.053113508112330288e-01
1.631866084930236482e+01 -9.355409793581763722e+00 -8.332846066109233070e+05 -1.331493459572768767e+00
-6.948289091734336509e+00 -3.824629064600805428e+00 -8.260510388602940366e+05 -2.413936065115718510e-01
-8.531156938697009195e+00 6.771383607236809432e+00 -8.243224425886119716e+05 -3.639031935633905701e-01
1.374800766598482582e+01 7.316868556594053885e+00 -8.212879842947089346e+05 -9.450385739198875479e-01
-7.479176312194661946e+00 -1.057610160697994850e-01 -8.205234860538269859e+05 -2.796903915444687305e-01
-8.080827406051053430e+00 3.912920447265272550e+00 -8.202399257055735216e+05 -3.264988578319289458e-01
-6.796269077156948946e+00 -4.531837877363265932e+00 -8.197599197766609723e+05 -2.309463668455988272e-01
-7.857060430485304892e+00 2.474433643679954553e+00 -8.189198015158821363e+05 -3.086669930414896457e-01
1.512621846904369782e+01 -1.878010199925594925e+00 -8.186054114447648171e+05 -1.144012425866193228e+00
-7.828479356052286064e+00 2.306584413796286981e+00 -8.184171893920119619e+05 -3.064254451406840385e-01
-8.893897976249439452e+00 9.558326495667271772e+00 -8.179063761245730566e+05 -3.955071060596693777e-01
-6.564532863695905718e+00 -5.769041820158113509e+00 -8.139283011629787507e+05 -2.154654585927178179e-01
-6.490855843220746380e+00 -6.175175526862649811e+00 -8.124028525601319270e+05 -2.106560478873645281e-01
1.406132266705304090e+01 4.740137927575033494e+00 -8.090122324728479143e+05 -9.886039757348981105e-01
-7.859920083953744196e+00 3.018595361450628012e+00 -8.074410622337124078e+05 -3.088917186306971430e-01
1.384276213326109328e+01 6.053977087018448167e+00 -8.066025494298769627e+05 -9.581103173902359993e-01
1.550166312605323604e+01 -5.092399245599294133e+00 -8.041793679651652928e+05 -1.201507798368192770e+00
1.415207440694979013e+01 3.926462866840235044e+00 -8.041014064912775066e+05 -1.001406050099216349e+00
-8.138860520672277943e+00 5.152905021995549006e+00 -8.018667592433560640e+05 -3.312052528747890801e-01
-8.529955851157318136e+00 7.885615003688982050e+00 -8.003470177825153805e+05 -3.638007341134648631e-01
1.341628248426721015e+01 8.510219969677265794e+00 -7.999934022191730328e+05 -8.999831784882756924e-01
-7.843818491373137469e+00 3.369341507882527953e+00 -7.975030248283375986e+05 -3.076274426280358187e-01
-6.582818554352185103e+00 -4.864477620532101199e+00 -7.961915956383338198e+05 -2.166675005976169965e-01
-7.548390587134228724e+00 1.506731160036848260e+00 -7.951330430362856714e+05 -2.848910022796831143e-01
-5.900463408319600589e+00 -9.149565742797626910e+00 -7.944718694543070160e+05 -1.740773421645927799e-01
-8.550670344659019761e+00 8.400197602618836967e+00 -7.925043452993683750e+05 -3.655698167151559819e-01
-6.849576009471727289e+00 -2.879402605068795751e+00 -7.905032140036144992e+05 -2.345834575476531680e-01
1.429852462640712929e+01 2.211489776590776835e+00 -7.875547904466685141e+05 -1.022239032459855812e+00
-6.758996761211204074e+00 -3.296045256551987102e+00 -7.866858869497271953e+05 -2.284201860903177506e-01
-6.816932766420582546e+00 -2.895219997324103289e+00 -7.861577480372220743e+05 -2.323528617094928750e-01
-8.271285054447790941e+00 6.856693277739345227e+00 -7.847693631547865225e+05 -3.420707822596569803e-01
-7.490766239960414907e+00 1.691715471325821341e+00 -7.828329298377593514e+05 -2.805578943086534660e-01
-7.650756682123372343e+00 3.056756303245075301e+00 -7.764574686651558150e+05 -2.926703890452771462e-01
-7.446301579736434029e+00 1.726177967368263566e+00 -7.757304756293123355e+05 -2.772370360819265689e-01
1.401825049380668453e+01 3.364404605559963013e+00 -7.725153222320274217e+05 -9.825567345355569193e-01
-5.681503935576793118e+00 -9.259897846923335507e+00 -7.657271627601040527e+05 -1.613974348498729283e-01
-6.093762000816937530e+00 -6.600607784918365084e+00 -7.648971617053009104e+05 -1.856696766130022658e-01
1.396335780606294463e+01 3.153432869156328699e+00 -7.601708492536686826e+05 -9.748768061006947150e-01
1.441064204229847334e+01 1.050381001006481796e-01 -7.582725043090938125e+05 -1.038333020356301706e+00
-7.810119828437438017e+00 5.057956338942371843e+00 -7.568697648816014407e+05 -3.049898586727582406e-01
-5.801145212944422980e+00 -7.864511645282906471e+00 -7.515937529206203762e+05 -1.682664289083399822e-01
-5.717243584815238755e+00 -8.387113383912044640e+00 -7.513659916336283786e+05 -1.634343710405550265e-01
1.576879893350435680e+01 -9.730350513649705491e+00 -7.466933868317137240e+05 -1.243275099026440733e+00
-5.749826277345859715e+00 -7.705715109028490772e+00 -7.409425840586894192e+05 -1.653025110982847268e-01
-7.271361823737026775e+00 2.295741876196754738e+00 -7.390033399018477648e+05 -2.643635138585013200e-01
-5.545085222837698780e+00 -8.895470999949314006e+00 -7.385501699425319675e+05 -1.537398506426650713e-01
-6.857484273492687521e+00 -4.189719729539707060e-01 -7.384023295306682121e+05 -2.351254528059976701e-01
1.322310268353102458e+01 6.912650082018995334e+00 -7.373535879720824305e+05 -8.742522228960269981e-01
1.518566178038662962e+01 -6.297994105718806246e+00 -7.343844840084485477e+05 -1.153021618541476112e+00
-6.217831348619768050e+00 -4.395865484272139412e+00 -7.342396468202957185e+05 -1.933071333993935936e-01
-5.557074315055445801e+00 -8.583058663947758404e+00 -7.333734182066686917e+05 -1.544053747152447642e-01
-8.105759959993267927e+00 8.262325512594536292e+00 -7.324979755104893120e+05 -3.285167226451503608e-01
1.402676666406228989e+01 1.242690398041589539e+00 -7.285503306984503288e+05 -9.837509152402456047e-01
-5.686192339750952840e+00 -7.529862870809075126e+00 -7.282984315863053780e+05 -1.616639166232120839e-01
-5.912465980320638081e+00 -6.009825285065828027e+00 -7.266880489476807415e+05 -1.747862698422444072e-01
-8.261175161595499361e+00 9.723311743017443831e+00 -7.247200697591935750e+05 -3.412350752528121589e-01
-5.562592438520134408e+00 -8.114952873212530449e+00 -7.239535155308307149e+05 -1.547121731854068649e-01
-6.413729897569306004e+00 -2.631689059335098779e+00 -7.237278117529804586e+05 -2.056796559948718961e-01
-7.905799931942592451e+00 7.403100162768780912e+00 -7.221914358046790585e+05 -3.125083628195174379e-01
-6.475984672315440172e+00 -1.988982927516184773e+00 -7.187405726804701844e+05 -2.096918873803226002e-01
-7.958510033977389320e+00 7.980040385386226731e+00 -7.178727897426943528e+05 -3.166894098045939243e-01
-7.089823857200783230e+00 2.148188451572292657e+00 -7.169613448946232675e+05 -2.513280116306669809e-01
-6.805118065819689477e+00 3.022087239184170215e-01 -7.160565523654893041e+05 -2.315481594487275863e-01
1.258582354624380883e+01 9.903578371578889872e+00 -7.138940764612809289e+05 -7.920147716859253784e-01
-7.354096143952924436e+00 4.202385382841132611e+00 -7.111781130306205014e+05 -2.704136504725163093e-01
1.411452093777671024e+01 -2.553363973189171077e-01 -7.096662971270292765e+05 -9.960985065146858997e-01
-5.489878822230314981e+00 -7.845503205209958253e+00 -7.082080728013488697e+05 -1.506938474138645734e-01
1.414310636783616992e+01 -6.183432287688301887e-01 -7.061587508992565563e+05 -1.000137288659640022e+00
1.450999086786658232e+01 -3.412953831506261082e+00 -6.996507720748904394e+05 -1.052699174927858028e+00
-5.918983594429984230e+00 -4.459669071344726454e+00 -6.947012611428734381e+05 -1.751718339556564696e-01
1.387378040595059758e+01 5.463345464789548522e-01 -6.933169359896847745e+05 -9.624089137626936630e-01
-7.898062477227213662e+00 9.097221360151408476e+00 -6.876870821288035950e+05 -3.118969544709223607e-01
1.340954138156738473e+01 3.319844936886586773e+00 -6.873431212763398653e+05 -8.990790003198406710e-01
-5.153572344098528824e+00 -8.894050737401544282e+00 -6.851851050378080690e+05 -1.327965395292860507e-01
1.480151851384015771e+01 -6.286390876596012589e+00 -6.823279743341028225e+05 -1.095424751577764644e+00
-6.961389044356235623e+00 3.024457096510865028e+00 -6.817887774270604132e+05 -2.423046871344151088e-01
-5.440987789253147966e+00 -6.904539745542547458e+00 -6.816976766288550571e+05 -1.480217406140092729e-01
1.280154316435267781e+01 6.714443786022308736e+00 -6.758256360020848224e+05 -8.193975369439238099e-01
-7.174710606656468315e+00 5.035544762359612569e+00 -6.704181545039418852e+05 -2.573823614463441323e-01
1.312456653400116835e+01 4.343568340905403780e+00 -6.701891686195444781e+05 -8.612712335271170971e-01
-6.997370736879165776e+00 3.854479167127557560e+00 -6.701106823427160271e+05 -2.448159861466644160e-01
1.228609410890697085e+01 9.594684465797843842e+00 -6.671219352504805429e+05 -7.547405422645928619e-01
