# m c logL logPrior
3.454101271119867977e+00 1.265903321537447113e+00 -8.672880187368490112e+01 -5.965407795575944361e-02
3.456576594951562331e+00 1.245276085825403722e+00 -8.670161646619740736e+01 -5.973960878383469120e-02
3.437849269080851311e+00 1.487171973044215445e+00 -8.669897600885975919e+01 -5.909403798459872403e-02
3.546017388758953004e+00 7.383160145501919125e-01 -8.669698321465524771e+01 -6.287119660690432266e-02
3.590577258046720122e+00 8.100490195678569094e-01 -8.669124112143546768e+01 -6.446122523001150684e-02
3.501938328854536930e+00 1.391330764954104904e+00 -8.664476547027281583e+01 -6.131786029550253397e-02
3.594077122615233932e+00 6.694331558658674908e-01 -8.663429463172577982e+01 -6.458695181653099915e-02
3.476526108160452377e+00 1.488904712514879547e+00 -8.661856482795290901e+01 -6.043116890360631516e-02
3.558935923567164927e+00 6.946114219332010231e-01 -8.660218746496138920e+01 -6.333012454028433269e-02
3.444872341928097548e+00 1.359708375193872998e+00 -8.658579938592127689e+01 -5.933572726090587113e-02
3.594766124265395213e+00 6.835759783783785792e-01 -8.657494154596432168e+01 -6.461171744083024637e-02
3.587957604720057425e+00 6.470492959289879664e-01 -8.657320964444228650e+01 -6.436719886634245658e-02
3.482695859755295942e+00 1.467202505796326051e+00 -8.655903839369184993e+01 -6.064585225778339889e-02
3.518672181676412603e+00 8.591308021844198395e-01 -8.655225926811372972e+01 -6.190526961051723287e-02
3.455105744790189171e+00 1.539387482393564488e+00 -8.654238362582600530e+01 -5.968877853841083464e-02
3.570263397301295161e+00 6.647891906618648150e-01 -8.653570956253975055e+01 -6.373390363054694252e-02
3.586943526877441890e+00 8.476643502045478895e-01 -8.652993298241037223e+01 -6.433081932503990907e-02
3.564943310887949579e+00 1.034377724527784315e+00 -8.652466270774269219e+01 -6.354410404922368472e-02
3.482271860913226380e+00 1.062814506615135324e+00 -8.651545324350445298e+01 -6.063108656654032230e-02
3.444236636439661936e+00 1.369262017695700218e+00 -8.651406631723251905e+01 -5.931383003896598116e-02
3.439036171854613411e+00 1.455189381735361165e+00 -8.650670532644630839e+01 -5.913484895662218105e-02
3.571672522601945676e+00 9.836914128926401713e-01 -8.650267155663794938e+01 -6.378422304354873507e-02
3.594002231269671110e+00 7.474699690922468331e-01 -8.649728517567862696e+01 -6.458426019185688205e-02
3.439017344082879735e+00 1.502368531303220234e+00 -8.649696881745772714e+01 -5.913420146451432019e-02
3.575963757006255683e+00 6.545339297710142112e-01 -8.648395808551279629e+01 -6.393758395711147957e-02
3.578753400510743532e+00 6.507958383898060362e-01 -8.647456664090648815e+01 -6.403737950833604531e-02
3.590231189436146053e+00 8.075342164365223452e-01 -8.647347664591768535e+01 -6.444879996800041699e-02
3.594809406593646006e+00 7.058035451786922598e-01 -8.646188256182770715e+01 -6.461327334867079941e-02
3.510390034244862623e+00 1.350637436055786234e+00 -8.644787940483892896e+01 -6.161419096262823331e-02
3.469128048357127625e+00 1.152442874911732584e+00 -8.644434966822018396e+01 -6.017424707949065726e-02
3.495135955738646771e+00 9.858352201107283275e-01 -8.642528725576843840e+01 -6.107987674548552570e-02
3.545873546053775360e+00 7.421534609728583920e-01 -8.642037587016142197e+01 -6.286609602301987398e-02
3.572914270384803803e+00 9.724727057649515949e-01 -8.641145752105455813e+01 -6.382858191759686883e-02
3.493381738023188632e+00 9.966712177368454162e-01 -8.637194552639326162e+01 -6.101857983776956540e-02
3.550534465848183885e+00 7.256485174938398508e-01 -8.636942422422264087e+01 -6.303147496587925558e-02
3.591577510863539935e+00 7.848596860537810915e-01 -8.636780528058631035e+01 -6.449714508270371072e-02
3.578620443288647923e+00 9.241424318924059689e-01 -8.636336055299351244e+01 -6.403262138561720274e-02
3.447693674768805394e+00 1.334379218894586439e+00 -8.636189847405763942e+01 -5.943295837520413960e-02
3.585284108807648806e+00 6.502834601519644764e-01 -8.635208652828828235e+01 -6.427131070434327631e-02
3.442481606448558384e+00 1.527091992857812164e+00 -8.635100585055712941e+01 -5.925339805368324414e-02
3.572615368600394969e+00 9.735793836732733464e-01 -8.633249747271943875e+01 -6.381790285979867250e-02
3.497301146761523150e+00 9.745554986657036789e-01 -8.632549285207174705e+01 -6.115557655569733159e-02
3.459827348110973588e+00 1.528315312638210965e+00 -8.632510671541155034e+01 -5.985202639368306099e-02
3.537915976497400639e+00 1.205239306834562374e+00 -8.632009406282443820e+01 -6.258424728377777468e-02
3.589796258880679769e+00 8.079802056815394984e-01 -8.631571227616760211e+01 -6.443318590136862256e-02
3.462819069566164476e+00 1.522121245250689814e+00 -8.630976396769109726e+01 -5.995557954275537726e-02
3.525042793066879732e+00 8.315604726134694369e-01 -8.630448196048683940e+01 -6.212963346476374493e-02
3.451566085078081159e+00 1.537741160260823303e+00 -8.629543586273831579e+01 -5.956654219830615632e-02
3.579639696825554829e+00 9.136977747974130981e-01 -8.628818218452371980e+01 -6.406910179544675343e-02
3.443524964782441078e+00 1.528991708999707599e+00 -8.628706491213714003e+01 -5.928932091539956123e-02
3.447120467377868813e+00 1.536280314539555381e+00 -8.627605677659906291e+01 -5.941319758307708060e-02
3.584040028633791675e+00 8.717940756580164763e-01 -8.627552111639722909e+01 -6.422671463424654836e-02
3.506581895398023452e+00 9.239668994168354077e-01 -8.627336898989160829e+01 -6.148058294566596804e-02
3.461467982025658863e+00 1.212611149480888662e+00 -8.627260544321761415e+01 -5.990880295294393615e-02
3.474477043879465210e+00 1.117369702245993190e+00 -8.626957957057037163e+01 -6.035995364222693921e-02
3.458463681934152323e+00 1.237009490200926098e+00 -8.626574330379409616e+01 -5.980485519628767066e-02
3.574714024824440450e+00 9.553081642921373851e-01 -8.625314980975798562e+01 -6.389290179638273948e-02
3.561560127685236665e+00 6.914517251592982028e-01 -8.624910421421856199e+01 -6.342355271558638985e-02
3.590491367728814609e+00 7.960554324417732364e-01 -8.624645013389341841e+01 -6.445814130867567882e-02
3.475361526896744380e+00 1.111952944171324287e+00 -8.622394183326056805e+01 -6.039068871317034709e-02
3.592036832152856185e+00 7.705750778245963328e-01 -8.622117874990195219e+01 -6.451364301771363163e-02
3.476463135705758933e+00 1.104626559628893556e+00 -8.621526708092051194e+01 -6.042897966960559392e-02
3.565208914449072175e+00 1.027636353006170733e+00 -8.618668892544219773e+01 -6.355357301833566841e-02
3.578493907833904419e+00 6.565521244227883191e-01 -8.617982625518399686e+01 -6.402809324202184127e-02
3.511459566441479829e+00 1.342453128347397273e+00 -8.616932620524349318e+01 -6.165174143376692811e-02
3.551412787493221312e+00 7.253792682613844356e-01 -8.614339366117032171e+01 -6.306266393585185925e-02
3.469336435755167258e+00 1.503829528459346587e+00 -8.614325388196246536e+01 -6.018147652229183242e-02
3.533824835253469576e+00 1.226431938647206232e+00 -8.614105040955061554e+01 -6.243958983127105566e-02
3.536623684023325609e+00 7.823297286887072044e-01 -8.614037340048034253e+01 -6.253853541197360033e-02
3.563933915597907287e+00 6.864060859053306984e-01 -8.613482282622723574e+01 -6.350812477374515042e-02
3.477898236466033133e+00 1.478169629419152198e+00 -8.613318774598732830e+01 -6.047888071606771776e-02
3.492614519737168521e+00 1.424349434462297559e+00 -8.611293063668512104e+01 -6.099178091739445445e-02
3.587693260797101935e+00 8.277154773909807250e-01 -8.610748234706477433e+01 -6.435771466784470651e-02
3.445459496147114553e+00 1.366886186955541094e+00 -8.609927560397873947e+01 -5.935595569795164284e-02
3.561539480659541734e+00 1.052408764750510262e+00 -8.608210012250178522e+01 -6.342281736148319693e-02
3.444722093569339449e+00 1.377248218733822416e+00 -8.606749023399993348e+01 -5.933055150962367186e-02
3.582264551826201071e+00 6.567605443636229667e-01 -8.604896710983824448e+01 -6.416309659635285878e-02
3.536261568209531525e+00 7.850391375999405952e-01 -8.603828100427429604e+01 -6.252572939397868512e-02
3.586153649482785699e+00 6.591191968464487072e-01 -8.603296117005754695e+01 -6.430248998849351361e-02
3.543640771482424068e+00 1.167906287161427858e+00 -8.601984477045243693e+01 -6.278694958656275138e-02
3.592435616956769717e+00 7.486210053768082018e-01 -8.601433286653340815e+01 -6.452796830989782073e-02
3.440517950226726462e+00 1.467699594440404320e+00 -8.601210669892101635e+01 -5.918581882916157388e-02
3.592885340287360396e+00 7.167365366368627644e-01 -8.596659795155157724e+01 -6.454412534225911768e-02
3.449408685515989337e+00 1.326019351177169181e+00 -8.596657915226521141e+01 -5.949210139856572765e-02
3.530302648436077995e+00 1.243922241888970159e+00 -8.596647097144928296e+01 -6.231518394777392500e-02
3.498655404800925517e+00 9.712223679309351931e-01 -8.595094453051004280e+01 -6.120294820771363803e-02
3.592769800723319751e+00 7.245421487738631372e-01 -8.594425371863761143e+01 -6.453997420494742010e-02
3.450253956462155269e+00 1.529963774808715371e+00 -8.593772751730847403e+01 -5.952126182041378444e-02
3.459302528774240937e+00 1.236042351216887880e+00 -8.591945187170742315e+01 -5.983386992791928094e-02
3.592127689491822817e+00 7.471241836201276687e-01 -8.590430581211975891e+01 -6.451690668806930873e-02
3.588264070326781408e+00 8.140756348450219892e-01 -8.590270098972317214e+01 -6.437819519199060314e-02
3.510642263650828099e+00 1.343262827730544506e+00 -8.590040953037336635e+01 -6.162304551665705871e-02
3.442230712615887089e+00 1.423877128094881872e+00 -8.589471628658591840e+01 -5.924476139438038247e-02
3.489276872475513880e+00 1.434551721702113536e+00 -8.587741360289209069e+01 -6.087526546396252597e-02
3.561518684779398036e+00 6.968497853379191920e-01 -8.587117860121608715e+01 -6.342207671016385218e-02
3.445431215447998241e+00 1.520965049982441863e+00 -8.586848417489011354e+01 -5.935498130191735333e-02
3.478396530217964688e+00 1.473047371208276335e+00 -8.586750413588998754e+01 -6.049621210716188413e-02
3.468843814886300780e+00 1.162823394547892075e+00 -8.586642092515671720e+01 -6.016438706037473272e-02
3.441184356046984583e+00 1.479946418345667425e+00 -8.586396252515213234e+01 -5.920874886151249877e-02
3.441102932164702199e+00 1.465475144492906168e+00 -8.586286663660506235e+01 -5.920594694876256392e-02
3.480224428699236761e+00 1.084546934037011523e+00 -8.584462313649677867e+01 -6.055981037057464600e-02
3.448180134116608730e+00 1.342445014683143256e+00 -8.584373203071044145e+01 -5.944973118658215816e-02
3.466338476409777769e+00 1.506719619697712398e+00 -8.582772045031677521e+01 -6.007751216519429532e-02
3.514476037639401085e+00 8.881219959997741498e-01 -8.582500571435929260e+01 -6.175770909570773431e-02
3.447722444409714093e+00 1.524789130145909777e+00 -8.582185282477473720e+01 -5.943395026843247692e-02
3.529788507265844810e+00 8.155548648835134751e-01 -8.581848308977225770e+01 -6.229703453013019782e-02
3.573940017823308946e+00 6.696847878395353337e-01 -8.579466202458742430e+01 -6.386523625499436474e-02
3.539293579111456811e+00 1.190990309671087211e+00 -8.579180503920973422e+01 -6.263299519569792695e-02
3.590631787923299179e+00 6.862105197443595372e-01 -8.577123457116110217e+01 -6.446318318222633847e-02
3.493749334146333485e+00 1.001793063604067724e+00 -8.575942868061625290e+01 -6.103142204923973219e-02
3.592041177974814481e+00 7.222570043128431205e-01 -8.575337331795890350e+01 -6.451379912133346772e-02
3.458962197863511889e+00 1.519568123188977493e+00 -8.573378324121782157e+01 -5.982209743124389245e-02
3.564594646895151264e+00 6.905249914307275416e-01 -8.573345739537901977e+01 -6.353167498336784180e-02
3.590235549012870120e+00 6.850771456167213946e-01 -8.572898902287391820e+01 -6.444895648697872292e-02
3.472992440282258730e+00 1.135596269186724516e+00 -8.569387997610289176e+01 -6.030838245128859049e-02
3.527972474824288884e+00 8.252667921268224127e-01 -8.568330664602231650e+01 -6.223294891558909386e-02
3.456367160024157226e+00 1.265787700586423092e+00 -8.567127461486450102e+01 -5.973236972446729909e-02
3.501159398192390526e+00 1.383526139771575902e+00 -8.567053239552770094e+01 -6.129058565775451217e-02
3.458578108054056965e+00 1.518851010266874191e+00 -8.566416227754538681e+01 -5.980881264755389531e-02
3.591345549535684523e+00 7.054408060661783164e-01 -8.566078358985035379e+01 -6.448881428084883571e-02
3.486093223664463281e+00 1.049529668470627897e+00 -8.565006072855814523e+01 -6.076422982039644122e-02
3.464533279739671734e+00 1.198854047714903004e+00 -8.563523518822741210e+01 -6.001495423211863217e-02
3.455419438517207009e+00 1.521759633302128378e+00 -8.563324541829608449e+01 -5.969961748041285182e-02
3.590703987674997322e+00 6.969597565736550537e-01 -8.562309778845695973e+01 -6.446577563552563506e-02
3.566289411897570538e+00 1.010831472399993380e+00 -8.559794545385663866e+01 -6.359210084706361232e-02
3.443329157738006074e+00 1.495790822095012018e+00 -8.558842071887936243e+01 -5.928257844264362558e-02
3.591306596922885674e+00 7.313415341052182939e-01 -8.557622175456228319e+01 -6.448741536550919862e-02
3.577861337865372970e+00 9.152954426266209920e-01 -8.555609211476999576e+01 -6.400545876495897235e-02
3.586012839314991041e+00 6.729973700102229728e-01 -8.554928809458591843e+01 -6.429744041865981252e-02
3.447391867038136049e+00 1.360673085187055875e+00 -8.553999715749637289e+01 -5.942255342460342482e-02
3.562224476834335185e+00 1.039777262010514125e+00 -8.553942375514174046e+01 -6.344721611678827422e-02
3.537457701868369497e+00 7.860706396885235314e-01 -8.553507663406851691e+01 -6.256803496253923735e-02
3.443700863806716583e+00 1.495986860105932514e+00 -8.552904352310304148e+01 -5.929537819691563932e-02
3.586994036701979471e+00 8.177259573134597614e-01 -8.552696223249802188e+01 -6.433263109667780588e-02
3.527551684133828580e+00 1.253544780037355588e+00 -8.551288452845147958e+01 -6.221810442117704093e-02
3.584293033709767595e+00 6.711851306686245078e-01 -8.550489346978044125e+01 -6.423578275750185806e-02
3.517679709424404777e+00 8.758869479361388599e-01 -8.550421429889830449e+01 -6.187035269048082875e-02
3.480504684082304845e+00 1.460910094407127380e+00 -8.547752372264967846e+01 -6.056956427959433314e-02
3.514401592303270316e+00 8.925202454325267265e-01 -8.547750761047321078e+01 -6.175509275991879904e-02
3.525279610235419359e+00 1.265026391595509336e+00 -8.545988909537970812e+01 -6.213798165170795335e-02
3.488852803601433461e+00 1.034898300711860841e+00 -8.545722479902225643e+01 -6.086046942598790505e-02
3.456842137335213394e+00 1.265927948282538962e+00 -8.544975472736965116e+01 -5.974878781228142727e-02
3.490416645085656633e+00 1.424526210326869213e+00 -8.542168638078507570e+01 -6.091504178145505655e-02
3.576386615880513542e+00 6.734189414222266912e-01 -8.542062924111391453e+01 -6.395270613124635906e-02
3.518775515758925554e+00 8.716928593923252144e-01 -8.540432326461024104e+01 -6.190890565152246811e-02
3.457038472654784034e+00 1.265391068768068505e+00 -8.538880601173750051e+01 -5.975557500707661535e-02
3.478731976051820052e+00 1.465353298021260686e+00 -8.537742626244008193e+01 -6.050788080602699515e-02
3.451763229123619769e+00 1.316814984016295043e+00 -8.534815093854564338e+01 -5.957334694964960126e-02
3.495519979662324417e+00 1.403127193966493547e+00 -8.532757668547071717e+01 -6.109329964109248140e-02
3.549995609512355710e+00 7.408685809766336616e-01 -8.532683059484352839e+01 -6.301234413778501742e-02
3.544504604328654551e+00 1.153927449384132053e+00 -8.531698625680729720e+01 -6.281756445053515714e-02
3.490208427887190545e+00 1.423757763267259113e+00 -8.529724175301826961e+01 -6.090777435047386307e-02
3.589545586880202865e+00 7.065060631779633837e-01 -8.529435843000780437e+01 -6.442418760145569856e-02
3.486588788702632336e+00 1.437158356524897984e+00 -8.528686284274628804e+01 -6.078150690753444940e-02
3.585814068120065645e+00 8.246755491446973174e-01 -8.528471875555868564e+01 -6.429031265563887876e-02
3.590016133834186274e+00 7.224006118153976086e-01 -8.527129742362129150e+01 -6.444107920594878414e-02
3.589471354614147014e+00 7.085007210661072863e-01 -8.525868259194002974e+01 -6.442152302797760077e-02
3.458594421530035046e+00 1.511072430370088204e+00 -8.525385578536713638e+01 -5.980937686319338920e-02
3.519031215304221138e+00 1.294759073238144209e+00 -8.524661286395587467e+01 -6.191790347142752532e-02
3.589708558776412151e+00 7.162590585332995197e-01 -8.523803995462395733e+01 -6.443003768476313065e-02
3.460134016153636249e+00 1.241379999893205355e+00 -8.523787794801991424e+01 -5.986263704871747082e-02
3.454311842713639003e+00 1.294615247305877626e+00 -8.520721876192337163e+01 -5.966135153355847653e-02
3.455895037882275034e+00 1.279571342246872856e+00 -8.520716421755733450e+01 -5.971605256429665665e-02
3.470044105693669945e+00 1.163998891079000897e+00 -8.520566880277817745e+01 -6.020603047729690405e-02
3.512945453701389109e+00 9.031515793594772079e-01 -8.520199718764916952e+01 -6.170392880340629799e-02
3.564974445889266264e+00 1.014495143423403078e+00 -8.520197235174626371e+01 -6.354521399921740643e-02
3.448385798206373476e+00 1.506497759136831593e+00 -8.518499953674370317e+01 -5.945682306635704378e-02
3.587382574779934163e+00 7.982027350272142829e-01 -8.518300117381437531e+01 -6.434656868917355832e-02
3.555923118436827846e+00 1.078372151630304643e+00 -8.516576210100055278e+01 -6.322294612116746704e-02
3.585955660555534052e+00 6.862904631593724769e-01 -8.515895683940652816e+01 -6.429538999735139038e-02
3.486944471333800255e+00 1.434130828227890841e+00 -8.515377602414650937e+01 -6.079390873082678864e-02
3.448097360390468769e+00 1.364897024086132893e+00 -8.515044343740183308e+01 -5.944687703365858500e-02
3.502344071025321526e+00 1.372117136549111382e+00 -8.514816883859376162e+01 -6.133206995923112109e-02
3.517034497834486295e+00 1.303501992915585994e+00 -8.514217227283347711e+01 -6.184765829478938715e-02
3.515609604679036604e+00 1.310452869860284641e+00 -8.513576764310462863e+01 -6.179755446255745521e-02
3.469732736853504029e+00 1.167381902607191213e+00 -8.513565565585361128e+01 -6.019522632596453759e-02
3.556322038527186535e+00 7.227301191384295498e-01 -8.513029180688400288e+01 -6.323713220857081485e-02
3.445999754419412753e+00 1.397408352181410685e+00 -8.511846602803976225e+01 -5.937457153729325948e-02
3.556584736409094560e+00 7.220980875980606006e-01 -8.511800764113725393e+01 -6.324647493629075024e-02
3.519424002085782988e+00 1.291183535835056073e+00 -8.511251971948600215e+01 -6.193172653228755375e-02
3.474385200544432006e+00 1.134513559641828095e+00 -8.509185604366459188e+01 -6.035676260881086413e-02
3.455365274187375491e+00 1.510245457399245872e+00 -8.509076219664086693e+01 -5.969774589029997608e-02
3.447473547351013856e+00 1.375999485499704189e+00 -8.508311554808818755e+01 -5.942536929842491544e-02
3.450721558557788615e+00 1.507851397718128705e+00 -8.507350067700971863e+01 -5.953739637347747748e-02
3.562495393794445686e+00 7.060725807188165115e-01 -8.506618943052093584e+01 -6.345686715403321687e-02
3.567138798876166028e+00 6.949770964249069038e-01 -8.506592607612053314e+01 -6.362239605223848904e-02
3.479539169531411069e+00 1.458175441631663016e+00 -8.504606389543073419e+01 -6.053596416151670739e-02
3.588780241627714140e+00 7.587726100519991412e-01 -8.503717158006837451e+01 -6.439671811348737784e-02
3.453766830139398003e+00 1.509097726718416022e+00 -8.503433508348354053e+01 -5.964252658485572761e-02
3.578255434145355629e+00 9.001500224236255177e-01 -8.502237047504021916e+01 -6.401955975995382575e-02
3.588413287405047836e+00 7.123142796594382764e-01 -8.501962850196795785e+01 -6.438354960612550915e-02
3.449751354767241374e+00 1.348503522842038116e+00 -8.501879957911913266e+01 -5.950392204859208944e-02
3.532340516073157577e+00 8.139557736044034097e-01 -8.501662391716426725e+01 -6.238714760745989879e-02
3.502922443578602607e+00 9.586619772261085748e-01 -8.500810157365852149e+01 -6.135232822863344315e-02
3.445237443817056544e+00 1.421347073648442594e+00 -8.499641796715917508e+01 -5.934830522139541986e-02
3.585677903721534943e+00 6.915811395821240826e-01 -8.499479138644792897e+01 -6.428543014618429141e-02
3.584750114986999137e+00 6.881941367302726320e-01 -8.499397320615062768e+01 -6.425216693449652128e-02
3.550003603980481870e+00 1.114987821665410328e+00 -8.498181606103499064e+01 -6.301262794137203749e-02
3.552818633159095185e+00 1.096470480741787323e+00 -8.497219263968372616e+01 -6.311260120061229495e-02
3.565259680977982626e+00 1.008578970798694519e+00 -8.496662375040227744e+01 -6.355538296403612231e-02
3.502726530747118261e+00 9.603123076218667009e-01 -8.496160969407189612e+01 -6.134546574599871599e-02
3.450542882953401058e+00 1.504208518171652464e+00 -8.496091889044687662e+01 -5.953123093550184708e-02
3.458540705386120795e+00 1.505209385442746406e+00 -8.495706449423437334e+01 -5.980751905406362506e-02
3.581854559548021566e+00 8.610601335341198093e-01 -8.493771322395268442e+01 -6.414841042877476862e-02
3.495590784000054185e+00 1.397931642323203993e+00 -8.493342810509632557e+01 -6.109577464593057838e-02
3.566075473787644334e+00 1.001706482603600623e+00 -8.492669257463035137e+01 -6.358447142374885896e-02
3.586880721162490016e+00 7.022458474989577981e-01 -8.491615405907924696e+01 -6.432856653923571533e-02
3.454678765988637323e+00 1.297943887208402147e+00 -8.491144517987552831e+01 -5.967402688086387297e-02
3.446378363560099078e+00 1.402512921340608676e+00 -8.490616369747908720e+01 -5.938761912407593269e-02
3.520662805188540911e+00 1.282347256383708611e+00 -8.490072531847626180e+01 -6.197533293919022662e-02
3.449186652147909538e+00 1.360121507204852698e+00 -8.488592082162514885e+01 -5.948444280677652601e-02
3.479396765040957629e+00 1.456354201085237277e+00 -8.488402126182214147e+01 -6.053100924288739443e-02
3.542869821804274455e+00 7.730120900105278414e-01 -8.486167538331500282e+01 -6.275963287125724266e-02
3.449561006629727089e+00 1.356173613582090098e+00 -8.486062583168833839e+01 -5.949735569230148180e-02
3.478043391682301255e+00 1.112608121623811286e+00 -8.485833295171468649e+01 -6.048392917212462583e-02
3.496881965911251111e+00 9.947374941798997616e-01 -8.485020934498159306e+01 -6.114091741757667758e-02
3.582835558935544285e+00 6.884460869796190652e-01 -8.484181004420140937e+01 -6.418355321186486329e-02
3.495891151093041049e+00 1.395541679512517508e+00 -8.484086231109915843e+01 -6.110627470145314766e-02
3.545596394111581340e+00 1.140869387369272792e+00 -8.483001851373497004e+01 -6.285626894968524003e-02
3.582365012503324841e+00 6.879773055556991368e-01 -8.482885612020589861e+01 -6.416669541403972887e-02
3.587985904818437710e+00 7.241514917954623431e-01 -8.482878450517389979e+01 -6.436821426587890915e-02
3.448693236263931094e+00 1.494325873562630136e+00 -8.482562258309032188e+01 -5.946742518926292909e-02
3.557188523064664931e+00 1.064723907933567748e+00 -8.482024637231427278e+01 -6.326795094311486733e-02
3.513895054786707828e+00 9.029718936755664060e-01 -8.481477329038759194e+01 -6.173729228027239474e-02
3.449122463024921981e+00 1.363615466480762928e+00 -8.481456312446118773e+01 -5.948222882471551620e-02
3.587840285209465740e+00 7.234270399906135296e-01 -8.480511787388846301e+01 -6.436298956085971523e-02
3.456513303891169286e+00 1.282740456787629491e+00 -8.479982961788536500e+01 -5.973742109988323945e-02
3.512489195209747006e+00 1.321478156814875682e+00 -8.479680448497694556e+01 -6.168790173232607810e-02
3.500575585525446343e+00 9.744558529255804569e-01 -8.478733996892347591e+01 -6.127014714988410216e-02
3.580368853075251767e+00 8.726546394485956704e-01 -8.477287706355200214e+01 -6.409520562035697644e-02
3.457112083932234903e+00 1.277913107931676118e+00 -8.476301733574993591e+01 -5.975811980435140336e-02
3.487101868471482735e+00 1.054845646205092802e+00 -8.475731179257209646e+01 -6.079939720548652865e-02
3.480016505095675061e+00 1.100912006417985811e+00 -8.474492178907703988e+01 -6.055257437869157600e-02
3.554352382780745057e+00 7.344532098191274283e-01 -8.473888553389002709e+01 -6.316710430489579087e-02
3.445931533017872361e+00 1.429111888581795498e+00 -8.473374626982439395e+01 -5.937222065123452103e-02
3.453919401069164064e+00 1.501178642536951546e+00 -8.471885698693964173e+01 -5.964779614540987457e-02
3.587306340163255225e+00 7.681327780214373124e-01 -8.470488700338999877e+01 -6.434383389087744431e-02
3.587609513580105602e+00 7.547966713877014566e-01 -8.469750594981589131e+01 -6.435471010965240768e-02
3.587669515285430766e+00 7.372395337013123440e-01 -8.469720334051157806e+01 -6.435686275454199912e-02
3.545642026173696504e+00 7.648459308993491579e-01 -8.469380876485296028e+01 -6.285788688884558217e-02
3.582333739498527070e+00 8.475671941349430805e-01 -8.467306023281940952e+01 -6.416557510574751044e-02
3.586804711872520812e+00 7.189652619517207244e-01 -8.465482402080239410e+01 -6.432584020555459636e-02
3.574925507329621333e+00 9.228667342978089660e-01 -8.464009185005525637e+01 -6.390046191477975757e-02
3.537886462005948918e+00 7.955049581117455970e-01 -8.463820672838761539e+01 -6.258320309022485928e-02
3.535764160223146213e+00 8.044415710610340886e-01 -8.461910699593801155e+01 -6.250814098359244730e-02
3.495333723589892472e+00 1.006735964633433067e+00 -8.461660319571316791e+01 -6.108678919632391097e-02
3.585597489436824770e+00 7.090870306358257880e-01 -8.461025158737497520e+01 -6.428254678127830191e-02
3.448631599907713952e+00 1.484524199703494141e+00 -8.460689214156900562e+01 -5.946529955941019102e-02
3.535292308080033141e+00 1.199492820821854933e+00 -8.460447577514668183e+01 -6.249145851784923544e-02
3.580480712852838199e+00 6.920975574413374964e-01 -8.459922416032259207e+01 -6.409921067555583718e-02
3.575619407944652828e+00 6.914343904604998148e-01 -8.459188894717655671e+01 -6.392527075235235334e-02
3.585225874190935968e+00 7.074000450393650441e-01 -8.459113296186555431e+01 -6.426922284484080927e-02
3.579910496475390502e+00 8.725593884983338100e-01 -8.458950407153743356e+01 -6.407879581387337931e-02
3.476942943123028318e+00 1.124387562260696694e+00 -8.457021018066780016e+01 -6.044566114866511963e-02
3.481129889383606901e+00 1.096180319120006352e+00 -8.455586700159652480e+01 -6.059132653379960959e-02
3.558756389540507659e+00 7.240417767579812036e-01 -8.455487140397735857e+01 -6.332373520047694659e-02
3.578353940113145004e+00 6.926679292011104216e-01 -8.452262028982389097e+01 -6.402308460361634534e-02
3.465672712489147322e+00 1.486356332927321722e+00 -8.451586915854170456e+01 -6.005443675045941954e-02
3.562440276117918803e+00 7.149266684231145863e-01 -8.451538603037101893e+01 -6.345490360453555356e-02
3.583089534865123049e+00 7.003611641868944249e-01 -8.451494333514662571e+01 -6.419265307429981859e-02
3.542926789773761076e+00 7.774247366871924747e-01 -8.450951756783672408e+01 -6.276165118848303637e-02
3.455931053000456998e+00 1.496288223068582113e+00 -8.450248923823875202e+01 -5.971729721546424619e-02
3.579725877185025773e+00 6.940967330304912419e-01 -8.450116233043064540e+01 -6.407218677894051251e-02
3.447605118388713308e+00 1.404881159577020977e+00 -8.449779727526431827e+01 -5.942990526170027765e-02
3.580130442955830272e+00 6.953319269282003390e-01 -8.447314136288167674e+01 -6.408666994289553831e-02
3.580791403079157664e+00 6.964179456960140069e-01 -8.446772981074670383e+01 -6.411033536182801640e-02
3.541044329469155816e+00 7.852376941751670891e-01 -8.446493712122016007e+01 -6.269497471632831664e-02
3.482840054285349041e+00 1.086207520978605512e+00 -8.446347010615133399e+01 -6.065087421867185885e-02
3.478967539116980756e+00 1.451528683820255461e+00 -8.445642919715183439e+01 -6.051607569114830082e-02
3.564566276623631680e+00 7.109540240813440048e-01 -8.445217916092633459e+01 -6.353066370221231718e-02
3.447192783190977661e+00 1.455997710064478312e+00 -8.444252768220049177e+01 -5.941569042241979376e-02
3.586471134124197935e+00 7.620428233352598557e-01 -8.443836990189784331e+01 -6.431387597953054647e-02
3.582525212175051266e+00 8.369959762854051188e-01 -8.443560470566535514e+01 -6.417243447934947720e-02
3.543231586583967196e+00 1.150206489781078867e+00 -8.443444727214446743e+01 -6.277245038083167916e-02
3.567173643372707925e+00 9.846543642383267514e-01 -8.443429088093550661e+01 -6.362363900986460485e-02
3.467624544938201048e+00 1.195008826141883862e+00 -8.443130604919420534e+01 -6.012209992328932523e-02
3.476245471237418005e+00 1.131620391064525943e+00 -8.441324022004221206e+01 -6.042141288149328882e-02
3.490981502051496488e+00 1.035494541344577302e+00 -8.440955988429043089e+01 -6.093475923832861879e-02
3.518676475799466186e+00 1.286327572127119012e+00 -8.440417908272016234e+01 -6.190542070672274549e-02
